Date;Time;Sensor;Value
18.10.2018;00:11:11;office_power;20
18.10.2018;00:11:12;livingroom_humidity;43
18.10.2018;00:11:12;livingroom_temperature;24
18.10.2018;00:11:14;office_power;17
18.10.2018;00:11:17;office_power;21
18.10.2018;00:11:20;office_power;27
18.10.2018;00:11:23;office_power;21
18.10.2018;00:11:29;office_power;17
18.10.2018;00:11:34;house_power;285
18.10.2018;00:11:35;office_power;10
18.10.2018;00:11:41;office_power;4
18.10.2018;00:11:47;office_power;7
18.10.2018;00:11:56;office_power;15
18.10.2018;00:11:59;office_power;23
18.10.2018;00:12:03;livingroom_co2;602
18.10.2018;00:12:07;office_co2;530
18.10.2018;00:12:08;office_power;28
18.10.2018;00:12:11;office_power;16
18.10.2018;00:12:14;office_power;9
18.10.2018;00:12:15;office_co2;520
18.10.2018;00:12:17;office_power;3
18.10.2018;00:12:26;office_power;13
18.10.2018;00:12:33;livingroom_co2;592
18.10.2018;00:12:39;office_co2;530
18.10.2018;00:12:41;office_co2;520
18.10.2018;00:12:41;office_power;3
18.10.2018;00:12:44;office_power;0
18.10.2018;00:12:48;garden_brightness;7
18.10.2018;00:12:48;garden_windspeed;0
18.10.2018;00:12:56;office_power;5
18.10.2018;00:12:59;office_power;9
18.10.2018;00:13:04;office_co2;530
18.10.2018;00:13:05;office_power;19
18.10.2018;00:13:11;office_power;12
18.10.2018;00:13:20;office_power;4
18.10.2018;00:13:22;office_co2;520
18.10.2018;00:13:22;livingroom_humidity;43
18.10.2018;00:13:22;livingroom_temperature;24
18.10.2018;00:13:26;office_power;11
18.10.2018;00:13:35;office_power;26
18.10.2018;00:13:38;office_power;32
18.10.2018;00:13:41;office_power;24
18.10.2018;00:13:44;office_power;19
18.10.2018;00:13:50;office_power;0
18.10.2018;00:13:56;office_power;5
18.10.2018;00:13:59;office_power;10
18.10.2018;00:14:02;office_power;13
18.10.2018;00:14:04;house_power;317
18.10.2018;00:14:11;office_power;16
18.10.2018;00:14:17;office_power;13
18.10.2018;00:14:20;office_co2;530
18.10.2018;00:14:26;office_power;8
18.10.2018;00:14:29;office_power;4
18.10.2018;00:14:41;office_power;0
18.10.2018;00:14:44;livingroom_co2;582
18.10.2018;00:14:44;office_power;4
18.10.2018;00:14:46;office_co2;520
18.10.2018;00:14:56;office_power;11
18.10.2018;00:15:02;office_power;23
18.10.2018;00:15:06;office_co2;530
18.10.2018;00:15:11;office_power;16
18.10.2018;00:15:14;office_power;22
18.10.2018;00:15:17;office_power;16
18.10.2018;00:15:17;garden_brightness;7
18.10.2018;00:15:17;garden_windspeed;0
18.10.2018;00:15:20;office_power;24
18.10.2018;00:15:26;office_power;32
18.10.2018;00:15:29;office_power;26
18.10.2018;00:15:30;office_co2;520
18.10.2018;00:15:35;office_power;19
18.10.2018;00:15:41;office_power;5
18.10.2018;00:15:44;office_power;9
18.10.2018;00:15:56;office_power;16
18.10.2018;00:15:59;office_power;12
18.10.2018;00:16:17;office_power;20
18.10.2018;00:16:20;office_power;33
18.10.2018;00:16:21;house_power;310
18.10.2018;00:16:21;livingroom_humidity;43
18.10.2018;00:16:21;livingroom_temperature;24
18.10.2018;00:16:35;office_power;19
18.10.2018;00:16:41;office_power;11
18.10.2018;00:16:44;office_power;16
18.10.2018;00:16:50;office_power;12
18.10.2018;00:16:56;office_power;23
18.10.2018;00:16:59;office_power;19
18.10.2018;00:17:03;office_co2;530
18.10.2018;00:17:05;livingroom_co2;572
18.10.2018;00:17:05;office_power;22
18.10.2018;00:17:11;office_power;11
18.10.2018;00:17:14;office_power;14
18.10.2018;00:17:20;office_power;18
18.10.2018;00:17:26;office_power;24
18.10.2018;00:17:29;office_power;18
18.10.2018;00:17:33;garden_brightness;7
18.10.2018;00:17:33;garden_windspeed;0
18.10.2018;00:17:35;office_power;14
18.10.2018;00:17:41;office_power;8
18.10.2018;00:17:50;office_power;5
18.10.2018;00:17:56;office_power;12
18.10.2018;00:18:05;office_power;23
18.10.2018;00:18:20;office_power;16
18.10.2018;00:18:23;house_power;330
18.10.2018;00:18:26;office_power;19
18.10.2018;00:18:29;office_power;28
18.10.2018;00:18:30;livingroom_co2;562
18.10.2018;00:18:41;office_power;20
18.10.2018;00:18:44;office_power;13
18.10.2018;00:18:50;office_power;16
18.10.2018;00:18:56;office_power;20
18.10.2018;00:18:59;office_power;16
18.10.2018;00:19:06;livingroom_humidity;43
18.10.2018;00:19:06;livingroom_temperature;24
18.10.2018;00:19:14;office_power;19
18.10.2018;00:19:20;office_power;16
18.10.2018;00:19:26;office_power;13
18.10.2018;00:19:32;office_power;30
18.10.2018;00:19:34;garden_brightness;7
18.10.2018;00:19:34;garden_windspeed;0
18.10.2018;00:19:41;office_power;27
18.10.2018;00:19:47;office_power;11
18.10.2018;00:19:50;office_power;8
18.10.2018;00:19:56;office_power;13
18.10.2018;00:20:11;office_power;8
18.10.2018;00:20:17;office_power;14
18.10.2018;00:20:20;office_power;17
18.10.2018;00:20:26;office_power;21
18.10.2018;00:20:35;office_power;25
18.10.2018;00:20:41;office_power;22
18.10.2018;00:20:47;office_power;16
18.10.2018;00:20:50;office_power;7
18.10.2018;00:20:56;office_power;14
18.10.2018;00:21:05;office_power;17
18.10.2018;00:21:11;office_power;26
18.10.2018;00:21:14;house_power;319
18.10.2018;00:21:26;office_power;20
18.10.2018;00:21:36;livingroom_humidity;43
18.10.2018;00:21:36;livingroom_temperature;24
18.10.2018;00:21:41;office_power;23
18.10.2018;00:21:51;office_co2;520
18.10.2018;00:21:53;office_power;14
18.10.2018;00:22:08;office_power;10
18.10.2018;00:22:11;office_power;3
18.10.2018;00:22:19;office_co2;530
18.10.2018;00:22:20;office_power;0
18.10.2018;00:22:23;office_power;4
18.10.2018;00:22:24;garden_brightness;7
18.10.2018;00:22:24;garden_windspeed;0
18.10.2018;00:22:26;office_power;12
18.10.2018;00:22:35;office_co2;520
18.10.2018;00:22:35;office_power;15
18.10.2018;00:22:38;office_power;11
18.10.2018;00:22:44;office_power;14
18.10.2018;00:22:47;office_power;19
18.10.2018;00:22:53;office_power;31
18.10.2018;00:22:56;office_power;27
18.10.2018;00:22:59;office_power;19
18.10.2018;00:23:11;office_power;15
18.10.2018;00:23:14;office_power;11
18.10.2018;00:23:18;office_co2;530
18.10.2018;00:23:20;office_power;7
18.10.2018;00:23:26;office_power;12
18.10.2018;00:23:35;office_power;21
18.10.2018;00:23:36;office_co2;520
18.10.2018;00:23:41;office_power;16
18.10.2018;00:23:47;office_power;29
18.10.2018;00:23:50;office_power;34
18.10.2018;00:23:50;house_power;230
18.10.2018;00:23:52;livingroom_humidity;43
18.10.2018;00:23:52;livingroom_temperature;24
18.10.2018;00:23:53;office_power;23
18.10.2018;00:24:02;office_power;11
18.10.2018;00:24:05;office_power;3
18.10.2018;00:24:07;office_co2;530
18.10.2018;00:24:08;office_power;0
18.10.2018;00:24:11;office_power;8
18.10.2018;00:24:23;office_co2;520
18.10.2018;00:24:26;office_power;5
18.10.2018;00:24:41;office_power;0
18.10.2018;00:24:53;office_power;3
18.10.2018;00:24:59;office_power;13
18.10.2018;00:25:00;garden_brightness;7
18.10.2018;00:25:00;garden_windspeed;0
18.10.2018;00:25:02;office_power;9
18.10.2018;00:25:08;office_power;0
18.10.2018;00:25:17;office_power;6
18.10.2018;00:25:26;office_power;11
18.10.2018;00:25:29;office_power;15
18.10.2018;00:25:32;office_power;12
18.10.2018;00:25:38;office_power;16
18.10.2018;00:25:41;office_co2;530
18.10.2018;00:25:41;office_power;23
18.10.2018;00:25:44;office_power;20
18.10.2018;00:25:49;livingroom_co2;573
18.10.2018;00:25:50;office_power;27
18.10.2018;00:25:53;livingroom_humidity;43
18.10.2018;00:25:53;livingroom_temperature;24
18.10.2018;00:25:54;office_co2;520
18.10.2018;00:25:56;office_power;23
18.10.2018;00:26:08;office_power;20
18.10.2018;00:26:11;office_power;26
18.10.2018;00:26:13;house_power;276
18.10.2018;00:26:17;office_power;36
18.10.2018;00:26:19;livingroom_co2;583
18.10.2018;00:26:20;office_power;31
18.10.2018;00:26:23;office_power;28
18.10.2018;00:26:32;office_power;22
18.10.2018;00:26:35;office_power;32
18.10.2018;00:26:41;office_power;25
18.10.2018;00:26:47;office_power;17
18.10.2018;00:26:50;office_power;10
18.10.2018;00:26:53;office_power;3
18.10.2018;00:26:56;office_power;11
18.10.2018;00:27:02;office_power;24
18.10.2018;00:27:05;office_power;44
18.10.2018;00:27:08;office_power;53
18.10.2018;00:27:14;office_power;40
18.10.2018;00:27:17;office_power;27
18.10.2018;00:27:20;office_power;16
18.10.2018;00:27:22;garden_brightness;7
18.10.2018;00:27:22;garden_windspeed;0
18.10.2018;00:27:23;office_power;5
18.10.2018;00:27:26;office_power;11
18.10.2018;00:27:30;office_co2;530
18.10.2018;00:27:35;livingroom_co2;573
18.10.2018;00:27:41;office_power;4
18.10.2018;00:27:47;office_power;8
18.10.2018;00:27:56;office_power;25
18.10.2018;00:27:59;office_power;30
18.10.2018;00:28:04;bath_motiondetector;1
18.10.2018;00:28:05;office_power;35
18.10.2018;00:28:11;office_power;25
18.10.2018;00:28:17;office_power;34
18.10.2018;00:28:19;eatingroom_doorcontact;0
18.10.2018;00:28:20;office_power;43
18.10.2018;00:28:21;house_power;311
18.10.2018;00:28:30;livingroom_co2;563
18.10.2018;00:28:32;office_power;31
18.10.2018;00:28:34;bath_motiondetector;1
18.10.2018;00:28:35;office_power;23
18.10.2018;00:28:41;office_power;28
18.10.2018;00:28:44;livingroom_humidity;43
18.10.2018;00:28:44;livingroom_temperature;24
18.10.2018;00:28:47;office_co2;520
18.10.2018;00:28:47;office_power;31
18.10.2018;00:28:50;office_power;39
18.10.2018;00:28:53;office_power;47
18.10.2018;00:29:02;office_power;35
18.10.2018;00:29:05;office_power;31
18.10.2018;00:29:08;office_power;23
18.10.2018;00:29:09;bath_motiondetector;0
18.10.2018;00:29:11;office_power;30
18.10.2018;00:29:14;office_power;26
18.10.2018;00:29:15;office_co2;530
18.10.2018;00:29:26;office_power;19
18.10.2018;00:29:29;office_power;26
18.10.2018;00:29:29;garden_brightness;7
18.10.2018;00:29:29;garden_windspeed;0
18.10.2018;00:29:30;bath_motiondetector;1
18.10.2018;00:29:32;office_power;32
18.10.2018;00:29:47;office_power;26
18.10.2018;00:29:50;office_power;14
18.10.2018;00:29:51;office_co2;520
18.10.2018;00:29:53;office_power;9
18.10.2018;00:29:56;office_power;3
18.10.2018;00:30:00;bath_motiondetector;1
18.10.2018;00:30:05;office_power;0
18.10.2018;00:30:11;office_power;8
18.10.2018;00:30:20;office_power;11
18.10.2018;00:30:30;bath_motiondetector;1
18.10.2018;00:30:32;office_power;18
18.10.2018;00:30:41;office_power;11
18.10.2018;00:30:47;office_co2;530
18.10.2018;00:30:47;office_power;3
18.10.2018;00:30:56;office_power;10
18.10.2018;00:31:00;bath_motiondetector;1
18.10.2018;00:31:11;office_power;4
18.10.2018;00:31:16;office_co2;520
18.10.2018;00:31:16;livingroom_co2;573
18.10.2018;00:31:17;office_power;13
18.10.2018;00:31:18;house_power;236
18.10.2018;00:31:21;livingroom_humidity;43
18.10.2018;00:31:21;livingroom_temperature;24
18.10.2018;00:31:22;office_co2;530
18.10.2018;00:31:26;office_power;19
18.10.2018;00:31:32;office_co2;520
18.10.2018;00:31:32;office_power;10
18.10.2018;00:31:35;bath_motiondetector;0
18.10.2018;00:31:41;office_power;5
18.10.2018;00:31:44;office_co2;530
18.10.2018;00:32:17;office_power;11
18.10.2018;00:32:20;office_power;15
18.10.2018;00:32:23;office_power;18
18.10.2018;00:32:26;office_power;21
18.10.2018;00:32:26;garden_brightness;7
18.10.2018;00:32:26;garden_windspeed;0
18.10.2018;00:32:32;office_power;17
18.10.2018;00:32:35;office_power;14
18.10.2018;00:32:38;office_power;10
18.10.2018;00:32:41;office_power;3
18.10.2018;00:32:56;office_power;10
18.10.2018;00:32:57;livingroom_co2;583
18.10.2018;00:33:11;office_power;4
18.10.2018;00:33:16;office_co2;520
18.10.2018;00:33:20;office_power;8
18.10.2018;00:33:23;office_power;16
18.10.2018;00:33:26;office_power;25
18.10.2018;00:33:35;office_power;21
18.10.2018;00:33:38;office_power;13
18.10.2018;00:33:41;office_power;4
18.10.2018;00:33:43;livingroom_humidity;43
18.10.2018;00:33:43;livingroom_temperature;24
18.10.2018;00:33:50;office_power;0
18.10.2018;00:33:56;office_power;5
18.10.2018;00:34:01;house_power;223
18.10.2018;00:34:05;office_power;10
18.10.2018;00:34:11;office_power;4
18.10.2018;00:34:26;office_power;16
18.10.2018;00:34:33;livingroom_co2;594
18.10.2018;00:34:35;office_power;19
18.10.2018;00:34:41;office_power;6
18.10.2018;00:34:56;office_power;13
18.10.2018;00:35:08;garden_windspeed;0
18.10.2018;00:35:09;garden_brightness;7
18.10.2018;00:35:11;office_power;8
18.10.2018;00:35:17;office_power;15
18.10.2018;00:35:20;office_power;10
18.10.2018;00:35:23;office_power;14
18.10.2018;00:35:32;office_power;24
18.10.2018;00:35:35;office_power;35
18.10.2018;00:35:41;office_power;30
18.10.2018;00:35:47;office_power;15
18.10.2018;00:35:50;office_power;4
18.10.2018;00:35:51;livingroom_humidity;42
18.10.2018;00:35:51;livingroom_temperature;24
18.10.2018;00:35:56;office_power;10
18.10.2018;00:36:05;office_power;26
18.10.2018;00:36:08;office_power;35
18.10.2018;00:36:11;office_power;41
18.10.2018;00:36:17;office_power;47
18.10.2018;00:36:20;office_power;35
18.10.2018;00:36:22;office_co2;510
18.10.2018;00:36:23;office_power;40
18.10.2018;00:36:26;office_power;36
18.10.2018;00:36:29;house_power;225
18.10.2018;00:36:32;office_power;27
18.10.2018;00:36:35;office_power;30
18.10.2018;00:36:38;office_power;35
18.10.2018;00:36:40;office_co2;520
18.10.2018;00:36:44;office_power;30
18.10.2018;00:36:53;office_power;15
18.10.2018;00:37:11;office_power;9
18.10.2018;00:37:26;office_power;12
18.10.2018;00:37:35;office_power;15
18.10.2018;00:37:36;garden_windspeed;0
18.10.2018;00:37:37;garden_brightness;7
18.10.2018;00:37:41;office_power;24
18.10.2018;00:37:44;office_power;21
18.10.2018;00:37:56;office_power;13
18.10.2018;00:38:08;office_power;32
18.10.2018;00:38:11;office_power;27
18.10.2018;00:38:14;office_co2;510
18.10.2018;00:38:23;office_power;7
18.10.2018;00:38:26;office_power;15
18.10.2018;00:38:41;office_power;10
18.10.2018;00:38:44;office_power;14
18.10.2018;00:38:44;house_power;225
18.10.2018;00:38:47;office_power;27
18.10.2018;00:38:48;livingroom_humidity;42
18.10.2018;00:38:48;livingroom_temperature;24
18.10.2018;00:38:50;office_power;17
18.10.2018;00:38:56;office_power;23
18.10.2018;00:38:59;office_power;26
18.10.2018;00:39:02;office_power;11
18.10.2018;00:39:05;office_power;15
18.10.2018;00:39:11;office_power;9
18.10.2018;00:39:20;office_power;6
18.10.2018;00:39:26;office_power;16
18.10.2018;00:39:32;office_power;29
18.10.2018;00:39:35;livingroom_co2;604
18.10.2018;00:39:41;office_power;19
18.10.2018;00:39:47;office_power;6
18.10.2018;00:39:50;office_power;15
18.10.2018;00:39:50;garden_brightness;7
18.10.2018;00:39:50;garden_windspeed;0
18.10.2018;00:39:53;office_power;33
18.10.2018;00:39:56;office_power;40
18.10.2018;00:39:59;office_power;28
18.10.2018;00:40:05;office_power;19
18.10.2018;00:40:08;office_power;10
18.10.2018;00:40:11;office_power;4
18.10.2018;00:40:17;office_power;7
18.10.2018;00:40:26;office_power;13
18.10.2018;00:40:32;office_power;17
18.10.2018;00:40:36;livingroom_co2;614
18.10.2018;00:40:38;office_power;20
18.10.2018;00:40:44;office_power;23
18.10.2018;00:40:44;house_power;225
18.10.2018;00:40:47;office_power;20
18.10.2018;00:40:51;livingroom_co2;624
18.10.2018;00:40:53;office_power;28
18.10.2018;00:40:56;office_power;38
18.10.2018;00:41:06;livingroom_co2;635
18.10.2018;00:41:08;office_power;21
18.10.2018;00:41:11;office_power;10
18.10.2018;00:41:17;office_power;14
18.10.2018;00:41:23;office_power;19
18.10.2018;00:41:26;office_power;22
18.10.2018;00:41:31;livingroom_humidity;42
18.10.2018;00:41:31;livingroom_temperature;24
18.10.2018;00:41:32;office_power;25
18.10.2018;00:41:35;office_power;31
18.10.2018;00:41:41;office_power;27
18.10.2018;00:41:42;livingroom_co2;646
18.10.2018;00:41:44;office_power;12
18.10.2018;00:41:47;office_power;3
18.10.2018;00:41:59;office_power;11
18.10.2018;00:42:11;office_power;6
18.10.2018;00:42:14;office_power;0
18.10.2018;00:42:26;office_power;5
18.10.2018;00:42:29;office_power;13
18.10.2018;00:42:31;office_co2;520
18.10.2018;00:42:41;office_power;9
18.10.2018;00:42:53;garden_brightness;7
18.10.2018;00:42:53;garden_windspeed;0
18.10.2018;00:42:56;office_power;17
18.10.2018;00:42:59;office_power;26
18.10.2018;00:43:02;office_power;38
18.10.2018;00:43:05;office_power;28
18.10.2018;00:43:11;office_power;22
18.10.2018;00:43:12;livingroom_co2;634
18.10.2018;00:43:14;office_power;14
18.10.2018;00:43:17;office_power;7
18.10.2018;00:43:32;livingroom_co2;624
18.10.2018;00:43:33;house_power;226
18.10.2018;00:43:41;office_power;3
18.10.2018;00:43:52;livingroom_co2;614
18.10.2018;00:43:56;office_power;9
18.10.2018;00:43:59;office_power;6
18.10.2018;00:43:59;livingroom_humidity;43
18.10.2018;00:43:59;livingroom_temperature;24
18.10.2018;00:44:08;office_power;19
18.10.2018;00:44:23;livingroom_co2;604
18.10.2018;00:44:23;office_power;6
18.10.2018;00:44:29;office_power;20
18.10.2018;00:44:32;office_power;24
18.10.2018;00:44:35;office_power;29
18.10.2018;00:44:41;office_power;26
18.10.2018;00:44:44;office_power;10
18.10.2018;00:44:47;office_power;7
18.10.2018;00:44:53;office_power;3
18.10.2018;00:44:56;office_power;19
18.10.2018;00:45:05;office_power;7
18.10.2018;00:45:08;livingroom_co2;594
18.10.2018;00:45:14;office_power;14
18.10.2018;00:45:17;office_power;21
18.10.2018;00:45:29;office_power;25
18.10.2018;00:45:32;office_power;32
18.10.2018;00:45:35;office_power;39
18.10.2018;00:45:38;office_power;50
18.10.2018;00:45:41;office_power;47
18.10.2018;00:45:42;garden_brightness;7
18.10.2018;00:45:42;garden_windspeed;0
18.10.2018;00:45:44;office_power;40
18.10.2018;00:45:47;office_power;25
18.10.2018;00:45:50;office_power;17
18.10.2018;00:45:53;office_power;6
18.10.2018;00:45:56;office_power;9
18.10.2018;00:46:08;office_power;6
18.10.2018;00:46:08;house_power;188
18.10.2018;00:46:10;office_co2;510
18.10.2018;00:46:11;office_power;3
18.10.2018;00:46:13;livingroom_humidity;43
18.10.2018;00:46:13;livingroom_temperature;24
18.10.2018;00:46:17;office_power;10
18.10.2018;00:46:23;office_power;14
18.10.2018;00:46:26;office_power;22
18.10.2018;00:46:32;office_power;31
18.10.2018;00:46:35;office_power;27
18.10.2018;00:46:37;office_co2;520
18.10.2018;00:46:41;office_power;20
18.10.2018;00:46:44;office_power;16
18.10.2018;00:46:47;office_power;4
18.10.2018;00:46:56;office_power;10
18.10.2018;00:46:57;office_co2;510
18.10.2018;00:47:07;office_co2;520
18.10.2018;00:47:11;office_power;3
18.10.2018;00:47:23;office_power;10
18.10.2018;00:47:26;office_power;16
18.10.2018;00:47:38;office_power;9
18.10.2018;00:47:41;office_power;3
18.10.2018;00:48:16;garden_brightness;7
18.10.2018;00:48:16;garden_windspeed;0
18.10.2018;00:48:27;office_co2;510
18.10.2018;00:48:29;office_power;13
18.10.2018;00:48:29;house_power;188
18.10.2018;00:48:44;office_power;5
18.10.2018;00:49:17;livingroom_humidity;42
18.10.2018;00:49:17;livingroom_temperature;24
18.10.2018;00:49:26;office_power;9
18.10.2018;00:49:32;office_co2;520
18.10.2018;00:49:32;office_power;12
18.10.2018;00:49:47;office_power;4
18.10.2018;00:50:26;office_power;7
18.10.2018;00:50:32;office_power;11
18.10.2018;00:50:35;house_power;187
18.10.2018;00:50:36;garden_brightness;7
18.10.2018;00:50:36;garden_windspeed;0
18.10.2018;00:50:38;office_power;23
18.10.2018;00:50:53;office_power;16
18.10.2018;00:50:59;office_power;12
18.10.2018;00:51:02;office_power;5
18.10.2018;00:51:29;office_power;14
18.10.2018;00:51:38;office_power;29
18.10.2018;00:51:41;office_power;36
18.10.2018;00:51:44;office_power;41
18.10.2018;00:51:53;office_power;26
18.10.2018;00:51:56;livingroom_co2;584
18.10.2018;00:51:56;office_power;19
18.10.2018;00:51:59;office_power;5
18.10.2018;00:52:06;livingroom_humidity;42
18.10.2018;00:52:06;livingroom_temperature;24
18.10.2018;00:52:21;office_co2;510
18.10.2018;00:52:26;office_power;9
18.10.2018;00:52:32;office_power;6
18.10.2018;00:52:36;livingroom_co2;594
18.10.2018;00:52:38;office_power;17
18.10.2018;00:52:41;garden_brightness;7
18.10.2018;00:52:41;garden_windspeed;0
18.10.2018;00:52:44;office_power;27
18.10.2018;00:52:47;office_power;33
18.10.2018;00:52:53;office_power;26
18.10.2018;00:52:56;livingroom_co2;606
18.10.2018;00:52:56;office_power;29
18.10.2018;00:52:59;office_power;17
18.10.2018;00:53:02;office_power;11
18.10.2018;00:53:11;office_power;7
18.10.2018;00:53:26;livingroom_co2;616
18.10.2018;00:53:26;office_power;11
18.10.2018;00:53:30;house_power;189
18.10.2018;00:53:32;office_power;8
18.10.2018;00:53:41;office_power;4
18.10.2018;00:53:47;office_power;14
18.10.2018;00:54:02;office_power;6
18.10.2018;00:54:08;office_power;15
18.10.2018;00:54:23;office_power;4
18.10.2018;00:54:26;office_power;7
18.10.2018;00:54:37;livingroom_co2;605
18.10.2018;00:54:38;office_power;10
18.10.2018;00:54:41;livingroom_humidity;42
18.10.2018;00:54:41;livingroom_temperature;24
18.10.2018;00:54:47;office_power;20
18.10.2018;00:54:53;office_power;31
18.10.2018;00:55:02;office_power;23
18.10.2018;00:55:05;office_power;30
18.10.2018;00:55:08;office_power;9
18.10.2018;00:55:11;office_power;5
18.10.2018;00:55:17;livingroom_co2;595
18.10.2018;00:55:32;office_power;15
18.10.2018;00:55:36;garden_windspeed;0
